"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG377110","AT2G13620","ATCHX15,CHX15","cation/hydrogen exchanger 15","LOC_Os05g40650","ATCHX, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG483643","AT1G05300","ZIP5","zinc transporter 5 precursor","LOC_Os05g39560","metal cation transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG483697","AT1G05300","ZIP5","zinc transporter 5 precursor","LOC_Os05g39540","metal cation transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG174700","AT3G02850","SKOR","STELAR K+ outward rectifier","LOC_Os04g36740","potassium channel SKOR, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG183100","AT1G34580","","Major facilitator superfamily protein","LOC_Os04g37980","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG183510","AT1G34580","","Major facilitator superfamily protein","LOC_Os04g37990","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG183700","AT1G34580","","Major facilitator superfamily protein","LOC_Os04g38010","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG183800","AT1G34580","","Major facilitator superfamily protein","LOC_Os04g37990","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG183900","AT1G34580","","Major facilitator superfamily protein","LOC_Os04g38026","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG184155","AT1G34580","","Major facilitator superfamily protein","LOC_Os04g38220","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG218300","AT2G43330","ATINT1,INT1","inositol transporter 1","LOC_Os04g41460","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG230800","AT1G80530","","Major facilitator superfamily protein","LOC_Os04g42420","nodulin, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG242600","AT1G30220","ATINT2,INT2","inositol transporter 2","LOC_Os04g43210","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG254700","AT1G65730","YSL7","YELLOW STRIPE like 7","LOC_Os04g44320","transposon protein, putative, unclassified, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG254800","AT1G65730","YSL7","YELLOW STRIPE like 7","LOC_Os04g44330","transposon protein, putative, unclassified, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG254900","AT1G65730","YSL7","YELLOW STRIPE like 7","LOC_Os02g42220","transposon protein, putative, unclassified, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG255000","AT1G65730","YSL7","YELLOW STRIPE like 7","LOC_Os04g44320","transposon protein, putative, unclassified, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG259400","AT2G20780","","Major facilitator superfamily protein","LOC_Os04g44750","transporter family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG270300","AT5G53550","ATYSL3,YSL3","YELLOW STRIPE like 3","LOC_Os04g45860","transposon protein, putative, unclassified, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG270400","AT5G53550","ATYSL3,YSL3","YELLOW STRIPE like 3","LOC_Os04g45900","transposon protein, putative, unclassified, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG271100","AT5G04770","ATCAT6,CAT6","cationic amino acid transporter 6","LOC_Os04g45950","amino acid permease family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG280500","AT1G05300","ZIP5","zinc transporter 5 precursor","LOC_Os05g39560","metal cation transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG283700","AT3G47420","ATPS3,PS3","phosphate starvation-induced gene 3","LOC_Os04g46880","transporter, major facilitator family, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG288800","AT3G14810","MSL5","mechanosensitive channel of small conductance-like 5","LOC_Os04g47320","uncharacterized mscS family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG291700","AT5G52050","","MATE efflux family protein","LOC_Os04g48290","MATE efflux family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG293400","AT4G22990","","Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein","LOC_Os04g48390","uncharacterized membrane protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG308400","AT1G12480","CDI3,OZS1,RCD3,SLAC1","C4-dicarboxylate transporter/malic acid transport protein","LOC_Os04g48530","C4-dicarboxylate transporter/malic acid transport protein domain containing protein, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG310600","AT4G00290","","Mechanosensitive ion channel protein","LOC_Os04g48940","uncharacterized mscS family protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG318192","AT5G64410","ATOPT4,OPT4","oligopeptide transporter 4","LOC_Os04g50820","oligopeptide transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG327100","AT2G38940","ATPT2,PHT1;4","phosphate transporter 1;4","LOC_Os10g30770","inorganic phosphate transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG335400","AT4G10310","ATHKT1,HKT1","high-affinity K+ transporter 1","LOC_Os04g51820","OsHKT1;1 - Na+ transporter, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG338100","AT3G12750","ZIP1","zinc transporter 1 precursor","LOC_Os04g52310","metal cation transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG416200","AT4G10310","ATHKT1,HKT1","high-affinity K+ transporter 1","LOC_Os04g51820","OsHKT1;1 - Na+ transporter, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG416470","AT4G10310","ATHKT1,HKT1","high-affinity K+ transporter 1","LOC_Os04g51830","OsHKT1;4 - Na+ transporter, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG278500","AT3G62150","PGP21","P-glycoprotein 21","LOC_Os05g47490","MDR-like ABC transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG278600","AT1G02520","PGP11","P-glycoprotein 11","LOC_Os05g47490","MDR-like ABC transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","3K@36.09","Pavir.3KG278800","AT2G47000","ABCB4,ATPGP4,MDR4,PGP4","ATP binding cassette subfamily B4","LOC_Os01g50160","MDR-like ABC transporter, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG186800","AT3G28860","ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19","ATP binding cassette subfamily B19","LOC_Os04g38570","multidrug resistance protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG207600","AT3G28390","PGP18","P-glycoprotein 18","LOC_Os04g40570","ABC transporter, ATP-binding protein, putative, expressed"
"Zn66","GO:0055085","transmembrane transport","biological_process","7K@21.97","Pavir.7KG321500","AT3G60160","ATMRP9,MRP9","multidrug resistance-associated protein 9","LOC_Os04g49890","multidrug resistance-associated protein, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG106000","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13810","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG106100","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13810","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG106200","AT5G05860","UGT76C2","UDP-glucosyl transferase 76C2","LOC_Os07g13800","cytokinin-N-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG106546","AT5G05860","UGT76C2","UDP-glucosyl transferase 76C2","LOC_Os07g13800","cytokinin-N-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG130900","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG131000","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG132300","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG276200","AT3G07020","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g23740","sterol 3-beta-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG284500","AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10240","anthocyanidin 3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG631700","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13810","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG631800","AT3G11340","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13634","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG631900","AT3G11340","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13770","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG632218","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13770","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG633254","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13770","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","2N@31.96","Pavir.2NG633772","AT3G55700","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g13634","cytokinin-N-glucosyltransferase 1, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG289400","AT4G15480","UGT84A1","UDP-Glycosyltransferase superfamily protein","LOC_Os05g47950","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG331100","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45180","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG331200","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45180","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG331500","AT4G01070","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein","LOC_Os01g64910","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG331900","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45100","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG332000","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os05g45080","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","3K@36.09","Pavir.3KG369500","AT2G15480","UGT73B5","UDP-glucosyl transferase 73B5","LOC_Os05g42060","UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG141500","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os04g37820","cytokinin-O-glucosyltransferase 2, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG141555","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os04g37820","cytokinin-O-glucosyltransferase 2, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG182155","AT1G22360","AtUGT85A2,UGT85A2","UDP-glucosyl transferase 85A2","LOC_Os04g37820","cytokinin-O-glucosyltransferase 2, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG206300","AT2G15490","UGT73B4","UDP-glycosyltransferase 73B4","LOC_Os04g47770","cis-zeatin O-glucosyltransferase, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG233400","AT5G12890","","UDP-Glycosyltransferase superfamily protein","LOC_Os04g42690","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG253400","AT2G36780","","UDP-Glycosyltransferase superfamily protein","LOC_Os04g44240","cytokinin-O-glucosyltransferase 3, putative, expressed"
"Zn66","GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","7K@21.97","Pavir.7KG253600","AT3G53160","UGT73C7","UDP-glucosyl transferase 73C7","LOC_Os04g44250","cytokinin-O-glucosyltransferase 3, putative, expressed"
